Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"QCL","Cultures et produits animaux","IDN","Indonésie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","4574424","I","Valeur imputée",""
"QCL","Cultures et produits animaux","IRN","Iran (République islamique d')","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","1036874","I","Valeur imputée",""
"QCL","Cultures et produits animaux","IRN","Iran (République islamique d')","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1880121","I","Valeur imputée",""
"QCL","Cultures et produits animaux","IRQ","Iraq","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","116410","I","Valeur imputée",""
"QCL","Cultures et produits animaux","IRQ","Iraq","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","144717","E","Valeur estimée",""
"QCL","Cultures et produits animaux","IRL","Irlande","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","97789","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","ISL","Islande","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","220","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","ISL","Islande","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","5615","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","ISR","Israël","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","46716","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","ISR","Israël","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","487963","I","Valeur imputée",""
"QCL","Cultures et produits animaux","ITA","Italie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","534144","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","JAM","Jamaïque","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","14194","I","Valeur imputée",""
"QCL","Cultures et produits animaux","JAM","Jamaïque","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","77187","I","Valeur imputée",""
"QCL","Cultures et produits animaux","JPN","Japon","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","321891","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","JPN","Japon","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","821705","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","JOR","Jordanie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","35000","E","Valeur estimée",""
"QCL","Cultures et produits animaux","JOR","Jordanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","260000","E","Valeur estimée",""
"QCL","Cultures et produits animaux","KAZ","Kazakhstan","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","48349","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","KAZ","Kazakhstan","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","161805","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","KEN","Kenya","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","61072","I","Valeur imputée",""
"QCL","Cultures et produits animaux","KEN","Kenya","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","79753","I","Valeur imputée",""
"QCL","Cultures et produits animaux","KGZ","Kirghizistan","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","4984","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","KGZ","Kirghizistan","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","9519","E","Valeur estimée",""
"QCL","Cultures et produits animaux","KIR","Kiribati","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","658","E","Valeur estimée",""
"QCL","Cultures et produits animaux","KIR","Kiribati","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1126","E","Valeur estimée",""
"QCL","Cultures et produits animaux","KWT","Koweït","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","58928","I","Valeur imputée",""
"QCL","Cultures et produits animaux","KWT","Koweït","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","50067","I","Valeur imputée",""
"QCL","Cultures et produits animaux","LSO","Lesotho","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","343","E","Valeur estimée",""
"QCL","Cultures et produits animaux","LSO","Lesotho","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","982","E","Valeur estimée",""
"QCL","Cultures et produits animaux","LVA","Lettonie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","21637","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","LBN","Liban","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","70610","E","Valeur estimée",""
"QCL","Cultures et produits animaux","LBN","Liban","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","57730","E","Valeur estimée",""
"QCL","Cultures et produits animaux","LBR","Libéria","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","8484","E","Valeur estimée",""
"QCL","Cultures et produits animaux","LBR","Libéria","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","17452","E","Valeur estimée",""
"QCL","Cultures et produits animaux","LBY","Libye","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","37775","I","Valeur imputée",""
"QCL","Cultures et produits animaux","LBY","Libye","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","111485","I","Valeur imputée",""
"QCL","Cultures et produits animaux","LTU","Lituanie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","8897","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","LTU","Lituanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","46380","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","LUX","Luxembourg","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","0","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","MKD","Macédoine du Nord","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","1562","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","MKD","Macédoine du Nord","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","2812","E","Valeur estimée",""
"QCL","Cultures et produits animaux","MDG","Madagascar","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","43702","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MDG","Madagascar","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","67182","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MYS","Malaisie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","293604","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","MYS","Malaisie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","809643","E","Valeur estimée",""
"QCL","Cultures et produits animaux","MWI","Malawi","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","19553","E","Valeur estimée",""
"QCL","Cultures et produits animaux","MWI","Malawi","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","49600","E","Valeur estimée",""
"QCL","Cultures et produits animaux","MLI","Mali","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","56221","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MLI","Mali","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","82038","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MLT","Malte","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","2666","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","MAR","Maroc","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","222399","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MAR","Maroc","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","732623","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MUS","Maurice","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","16501","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MUS","Maurice","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","49540","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MRT","Mauritanie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","4784","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MRT","Mauritanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","6149","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MEX","Mexique","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","611202","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","MEX","Mexique","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","2071504","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","FSM","Micronésie (États fédérés de)","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","192","I","Valeur imputée",""
"QCL","Cultures et produits animaux","FSM","Micronésie (États fédérés de)","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","202","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MNG","Mongolie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","1506","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","MNG","Mongolie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","217","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MNE","Monténégro","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","855","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","MNE","Monténégro","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","3370","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MOZ","Mozambique","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","26877","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","MOZ","Mozambique","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","40443","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MMR","Myanmar","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","110000","E","Valeur estimée",""
"QCL","Cultures et produits animaux","MMR","Myanmar","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","467906","E","Valeur estimée",""
"QCL","Cultures et produits animaux","NAM","Namibie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","4502","I","Valeur imputée",""
"QCL","Cultures et produits animaux","NAM","Namibie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","14370","E","Valeur estimée",""
"QCL","Cultures et produits animaux","NRU","Nauru","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","5","I","Valeur imputée",""
"QCL","Cultures et produits animaux","NRU","Nauru","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","5","I","Valeur imputée",""
"QCL","Cultures et produits animaux","NPL","Népal","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","66803","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","NPL","Népal","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","230000","E","Valeur estimée",""
"QCL","Cultures et produits animaux","NIC","Nicaragua","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","27584","I","Valeur imputée",""
"QCL","Cultures et produits animaux","NIC","Nicaragua","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","67281","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","NER","Niger","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","20788","I","Valeur imputée",""
"QCL","Cultures et produits animaux","NER","Niger","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","25255","I","Valeur imputée",""
"QCL","Cultures et produits animaux","NGA","Nigéria","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","248992","I","Valeur imputée",""
"QCL","Cultures et produits animaux","NGA","Nigéria","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","302017","E","Valeur estimée",""
"QCL","Cultures et produits animaux","NIU","Nioué","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","19","E","Valeur estimée",""
"QCL","Cultures et produits animaux","NIU","Nioué","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","24","E","Valeur estimée",""
"QCL","Cultures et produits animaux","NOR","Norvège","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","16131","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","NOR","Norvège","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","72329","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","NCL","Nouvelle-Calédonie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","577","I","Valeur imputée",""
"QCL","Cultures et produits animaux","NCL","Nouvelle-Calédonie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","545","I","Valeur imputée",""
"QCL","Cultures et produits animaux","NZL","Nouvelle-Zélande","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","24963","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","NZL","Nouvelle-Zélande","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","119535","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","OMN","Oman","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","5004","I","Valeur imputée",""
"QCL","Cultures et produits animaux","OMN","Oman","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","8521","I","Valeur imputée",""
"QCL","Cultures et produits animaux","UGA","Ouganda","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","36488","E","Valeur estimée",""
"QCL","Cultures et produits animaux","UGA","Ouganda","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","52695","E","Valeur estimée",""
"QCL","Cultures et produits animaux","UZB","Ouzbékistan","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","86877","I","Valeur imputée",""
"QCL","Cultures et produits animaux","UZB","Ouzbékistan","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","75412","E","Valeur estimée",""
"QCL","Cultures et produits animaux","PAK","Pakistan","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","1725000","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","PAK","Pakistan","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1680000","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","PSE","Palestine","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","6048","I","Valeur imputée",""
"QCL","Cultures et produits animaux","PSE","Palestine","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","20866","I","Valeur imputée",""
"QCL","Cultures et produits animaux","PAN","Panama","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","28924","I","Valeur imputée",""
"QCL","Cultures et produits animaux","PAN","Panama","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","138378","I","Valeur imputée",""
"QCL","Cultures et produits animaux","PNG","Papouasie-Nouvelle-Guinée","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","4693","E","Valeur estimée",""
"QCL","Cultures et produits animaux","PNG","Papouasie-Nouvelle-Guinée","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","7389","E","Valeur estimée",""
"QCL","Cultures et produits animaux","PRY","Paraguay","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","25875","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","PRY","Paraguay","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","76141","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","NLD","Pays-Bas (Royaume des)","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","517709","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","PER","Pérou","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","190882","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","PER","Pérou","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","803596","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","PHL","Philippines","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","185102","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","PHL","Philippines","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1196972","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","POL","Pologne","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","176580","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","POL","Pologne","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1200098","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","PYF","Polynésie française","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","331","I","Valeur imputée",""
"QCL","Cultures et produits animaux","PYF","Polynésie française","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","667","E","Valeur estimée",""
"QCL","Cultures et produits animaux","PRI","Porto Rico","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","9365","I","Valeur imputée",""
"QCL","Cultures et produits animaux","PRI","Porto Rico","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","23348","I","Valeur imputée",""
"QCL","Cultures et produits animaux","PRT","Portugal","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","217276","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","QAT","Qatar","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","30000","E","Valeur estimée",""
"QCL","Cultures et produits animaux","QAT","Qatar","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","25000","E","Valeur estimée",""
"QCL","Cultures et produits animaux","SYR","République arabe syrienne","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","14526","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","SYR","République arabe syrienne","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","75963","I","Valeur imputée",""
"QCL","Cultures et produits animaux","CAF","République centrafricaine","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","7138","E","Valeur estimée",""
"QCL","Cultures et produits animaux","CAF","République centrafricaine","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","7354","E","Valeur estimée",""
"QCL","Cultures et produits animaux","KOR","République de Corée","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","172868","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","KOR","République de Corée","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1030472","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MDA","République de Moldova","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","48867","I","Valeur imputée",""
"QCL","Cultures et produits animaux","MDA","République de Moldova","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","43608","I","Valeur imputée",""
"QCL","Cultures et produits animaux","COD","République démocratique du Congo","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","18007","I","Valeur imputée",""
"QCL","Cultures et produits animaux","COD","République démocratique du Congo","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","16061","I","Valeur imputée",""
"QCL","Cultures et produits animaux","LAO","République démocratique populaire lao","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","50118","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","LAO","République démocratique populaire lao","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","47337","I","Valeur imputée",""
"QCL","Cultures et produits animaux","DOM","République dominicaine","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","223800","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","DOM","République dominicaine","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","201400","I","Valeur imputée",""
"QCL","Cultures et produits animaux","PRK","République populaire démocratique de Corée","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","5810","I","Valeur imputée",""
"QCL","Cultures et produits animaux","PRK","République populaire démocratique de Corée","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","9892","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TZA","République-Unie de Tanzanie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","40036","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TZA","République-Unie de Tanzanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","117550","I","Valeur imputée",""
"QCL","Cultures et produits animaux","ROU","Roumanie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","78268","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","ROU","Roumanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","285713","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","179000","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1128000","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","RWA","Rwanda","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","2583","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","RWA","Rwanda","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","2942","I","Valeur imputée",""
"QCL","Cultures et produits animaux","LCA","Sainte-Lucie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","475","I","Valeur imputée",""
"QCL","Cultures et produits animaux","LCA","Sainte-Lucie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1130","I","Valeur imputée",""
"QCL","Cultures et produits animaux","KNA","Saint-Kitts-et-Nevis","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","65","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","KNA","Saint-Kitts-et-Nevis","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","70","E","Valeur estimée",""
"QCL","Cultures et produits animaux","VCT","Saint-Vincent-et-les Grenadines","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","254","I","Valeur imputée",""
"QCL","Cultures et produits animaux","VCT","Saint-Vincent-et-les Grenadines","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","451","I","Valeur imputée",""
"QCL","Cultures et produits animaux","WSM","Samoa","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","455","I","Valeur imputée",""
"QCL","Cultures et produits animaux","WSM","Samoa","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","498","I","Valeur imputée",""
"QCL","Cultures et produits animaux","STP","Sao Tomé-et-Principe","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","300","E","Valeur estimée",""
"QCL","Cultures et produits animaux","STP","Sao Tomé-et-Principe","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","967","E","Valeur estimée",""
"QCL","Cultures et produits animaux","SEN","Sénégal","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","97459","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","SEN","Sénégal","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","96971","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","SRB","Serbie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","14624","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","SRB","Serbie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","65019","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","SYC","Seychelles","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","250","E","Valeur estimée",""
"QCL","Cultures et produits animaux","SYC","Seychelles","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","919","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","SLE","Sierra Leone","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","26928","I","Valeur imputée",""
"QCL","Cultures et produits animaux","SLE","Sierra Leone","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","22554","I","Valeur imputée",""
"QCL","Cultures et produits animaux","SGP","Singapour","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","2500","E","Valeur estimée",""
"QCL","Cultures et produits animaux","SGP","Singapour","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","30161","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","SVK","Slovaquie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","9096","A","Chiffre officiel",""
