Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FBS","Bilans Alimentaires (2010-)","ISL","Islande","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","ISR","Israël","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","647","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","ISR","Israël","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","ITA","Italie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1207","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","ITA","Italie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","142","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","JAM","Jamaïque","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","140","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","JAM","Jamaïque","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","21","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","JPN","Japon","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","2372","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","JPN","Japon","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1163","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","JOR","Jordanie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","252","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","JOR","Jordanie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","56","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KAZ","Kazakhstan","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","289","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KAZ","Kazakhstan","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","172","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KEN","Kenya","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","110","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KEN","Kenya","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KGZ","Kirghizistan","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","14","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KGZ","Kirghizistan","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","40","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KIR","Kiribati","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KIR","Kiribati","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KWT","Koweït","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","66","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KWT","Koweït","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","163","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LSO","Lesotho","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LSO","Lesotho","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LVA","Lettonie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","37","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LVA","Lettonie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","46","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LBN","Liban","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","120","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LBN","Liban","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","12","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LBR","Libéria","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","15","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LBR","Libéria","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","54","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LBY","Libye","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","130","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LBY","Libye","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","105","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LTU","Lituanie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","86","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LTU","Lituanie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","51","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LUX","Luxembourg","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LUX","Luxembourg","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","14","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MKD","Macédoine du Nord","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MKD","Macédoine du Nord","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","37","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MDG","Madagascar","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","89","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MDG","Madagascar","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MYS","Malaisie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1678","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MYS","Malaisie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","177","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MWI","Malawi","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","149","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MWI","Malawi","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MDV","Maldives","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","18","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MLI","Mali","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","61","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MLI","Mali","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MLT","Malte","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MLT","Malte","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","10","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MAR","Maroc","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","645","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MAR","Maroc","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","10","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MUS","Maurice","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","56","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MUS","Maurice","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MRT","Mauritanie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MRT","Mauritanie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","48","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MEX","Mexique","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","3800","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MEX","Mexique","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1158","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","FSM","Micronésie (États fédérés de)","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","FSM","Micronésie (États fédérés de)","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MNG","Mongolie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MNG","Mongolie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","24","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MNE","Monténégro","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MNE","Monténégro","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","11","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MOZ","Mozambique","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","150","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MOZ","Mozambique","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","44","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MMR","Myanmar","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","683","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MMR","Myanmar","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NAM","Namibie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","12","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NAM","Namibie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","32","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NRU","Nauru","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NRU","Nauru","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NPL","Népal","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","206","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NPL","Népal","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NIC","Nicaragua","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","154","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NIC","Nicaragua","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","11","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NER","Niger","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","20","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NER","Niger","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NGA","Nigéria","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","355","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NGA","Nigéria","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NOR","Norvège","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","115","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NOR","Norvège","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NCL","Nouvelle-Calédonie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NCL","Nouvelle-Calédonie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","10","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NZL","Nouvelle-Zélande","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","221","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NZL","Nouvelle-Zélande","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","OMN","Oman","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","7","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","OMN","Oman","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","105","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","UGA","Ouganda","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","70","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","UGA","Ouganda","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","UZB","Ouzbékistan","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","149","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","UZB","Ouzbékistan","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","72","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PAK","Pakistan","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1982","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PAK","Pakistan","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PAN","Panama","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","224","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PAN","Panama","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","18","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PNG","Papouasie-Nouvelle-Guinée","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","7","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PNG","Papouasie-Nouvelle-Guinée","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","29","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PRY","Paraguay","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","79","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PRY","Paraguay","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NLD","Pays-Bas (Royaume des)","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","876","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","NLD","Pays-Bas (Royaume des)","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","897","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PER","Pérou","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1802","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PER","Pérou","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","87","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PHL","Philippines","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1459","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PHL","Philippines","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","360","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","POL","Pologne","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","2734","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","POL","Pologne","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","78","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PYF","Polynésie française","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PYF","Polynésie française","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","18","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PRT","Portugal","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","369","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","PRT","Portugal","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","94","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","QAT","Qatar","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","26","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","QAT","Qatar","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","149","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SYR","République arabe syrienne","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","94","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SYR","République arabe syrienne","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","22","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","CAF","République centrafricaine","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","7","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","CAF","République centrafricaine","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","7","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KOR","République de Corée","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","972","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KOR","République de Corée","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","224","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MDA","République de Moldova","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","46","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","MDA","République de Moldova","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","23","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","COD","République démocratique du Congo","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","10","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","COD","République démocratique du Congo","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","91","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LAO","République démocratique populaire lao","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","43","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LAO","République démocratique populaire lao","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","5","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","DOM","République dominicaine","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","365","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","DOM","République dominicaine","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","54","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TZA","République-Unie de Tanzanie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","93","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TZA","République-Unie de Tanzanie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","9","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","ROU","Roumanie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","475","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","ROU","Roumanie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","135","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1952","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","947","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","RWA","Rwanda","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","9","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","RWA","Rwanda","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LCA","Sainte-Lucie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LCA","Sainte-Lucie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","11","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KNA","Saint-Kitts-et-Nevis","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","KNA","Saint-Kitts-et-Nevis","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","3","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","VCT","Saint-Vincent-et-les Grenadines","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","VCT","Saint-Vincent-et-les Grenadines","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","10","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","WSM","Samoa","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","WSM","Samoa","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","17","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","STP","Sao Tomé-et-Principe","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","STP","Sao Tomé-et-Principe","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SEN","Sénégal","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","142","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SEN","Sénégal","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SRB","Serbie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","116","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SRB","Serbie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","23","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SYC","Seychelles","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SYC","Seychelles","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SLE","Sierra Leone","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","22","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SLE","Sierra Leone","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","26","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SVK","Slovaquie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","51","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SVK","Slovaquie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","86","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SVN","Slovénie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","74","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SVN","Slovénie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","25","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SOM","Somalie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SOM","Somalie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","10","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SDN","Soudan","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","85","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SDN","Soudan","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SSD","Soudan du Sud","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","52","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SSD","Soudan du Sud","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","3","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LKA","Sri Lanka","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","228","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","LKA","Sri Lanka","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SWE","Suède","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","172","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SWE","Suède","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","98","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","CHE","Suisse","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","112","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","CHE","Suisse","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","49","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SUR","Suriname","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","13","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","SUR","Suriname","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","18","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TJK","Tadjikistan","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","23","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TJK","Tadjikistan","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TCD","Tchad","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","7","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TCD","Tchad","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","3","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","CZE","Tchéquie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","172","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","CZE","Tchéquie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","134","I","Valeur imputée",""
