Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","DMA","Dominique","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","53.833","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","EGY","Égypte","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","109262.178","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","EGY","Égypte","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","59819.36","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","EGY","Égypte","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","44872.827","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLV","El Salvador","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","6314.167","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLV","El Salvador","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","1685.522","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLV","El Salvador","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","4826.802","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ARE","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","9365.145","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ARE","Émirats arabes unis","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","1262.173","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ARE","Émirats arabes unis","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","8675.306","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ECU","Équateur","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","17797.737","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ECU","Équateur","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","6261.381","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ECU","Équateur","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","11307.417","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ERI","Érythrée","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","3620.312","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ERI","Érythrée","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","3222.842","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ERI","Érythrée","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","2332.299","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ESP","Espagne","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","47486.935","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ESP","Espagne","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","8799.411","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ESP","Espagne","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","37650.163","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","EST","Estonie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","1328.701","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","EST","Estonie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","396.696","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","EST","Estonie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","900.342","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SWZ","Eswatini","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","1192.271","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SWZ","Eswatini","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","1106.443","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SWZ","Eswatini","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","356.511","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","USA","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","336997.624","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","USA","États-Unis d'Amérique","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","57168.078","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","USA","États-Unis d'Amérique","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","276615.118","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ETH","Éthiopie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","120283.026","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ETH","Éthiopie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","89813.744","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ETH","Éthiopie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","25589.582","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","RUS","Fédération de Russie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","145102.755","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","RUS","Fédération de Russie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","36004.318","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","RUS","Fédération de Russie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","107632.491","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FJI","Fidji","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","924.61","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FJI","Fidji","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","393.292","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FJI","Fidji","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","537.363","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FIN","Finlande","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","5535.992","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FIN","Finlande","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","806.458","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FIN","Finlande","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","4792.312","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRA","France","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","64531.444","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRA","France","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","12371.78","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRA","France","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","53582.961","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GAB","Gabon","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","2341.179","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GAB","Gabon","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","210.171","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GAB","Gabon","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","1984.317","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GMB","Gambie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","2639.916","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GMB","Gambie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","867.935","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GMB","Gambie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","1492.019","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GEO","Géorgie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","3757.98","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GEO","Géorgie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","1560.475","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GEO","Géorgie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","2328.245","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GHA","Ghana","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","32833.031","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GHA","Ghana","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","13181.751","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GHA","Ghana","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","18192.301","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIB","Gibraltar","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","32.669","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIB","Gibraltar","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIB","Gibraltar","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","35.124","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRC","Grèce","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","10445.365","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRC","Grèce","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","2210.862","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRC","Grèce","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","8864.457","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRD","Grenade","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","124.61","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRD","Grenade","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","69.485","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRD","Grenade","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","40.276","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRL","Groenland","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","56.243","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRL","Groenland","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","7.106","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRL","Groenland","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","49.777","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GLP","Guadeloupe","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","396.051","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GLP","Guadeloupe","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","6.667","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GLP","Guadeloupe","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","441.412","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUM","Guam","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","170.534","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUM","Guam","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","8.481","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUM","Guam","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","161.645","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GTM","Guatemala","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","17608.483","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GTM","Guatemala","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","8712.358","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GTM","Guatemala","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","9531.638","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIN","Guinée","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","13531.906","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIN","Guinée","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","8851.793","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIN","Guinée","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","5257.867","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNQ","Guinée équatoriale","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","1634.466","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNQ","Guinée équatoriale","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","383.99","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNQ","Guinée équatoriale","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","1068.36","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNB","Guinée-Bissau","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","2060.721","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNB","Guinée-Bissau","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","1134.311","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNB","Guinée-Bissau","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","913.828","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUY","Guyana","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","804.567","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUY","Guyana","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","581.183","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUY","Guyana","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","213.839","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUF","Guyane française","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","297.449","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUF","Guyane française","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","43.371","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUF","Guyane française","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","267.83","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HTI","Haïti","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","11447.569","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HTI","Haïti","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","4833.33","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HTI","Haïti","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","6664.621","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HND","Honduras","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","10278.345","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HND","Honduras","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","4047.947","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HND","Honduras","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","5820.871","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HUN","Hongrie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","9709.786","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HUN","Hongrie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","2660.705","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HUN","Hongrie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","6925.778","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IMN","Île de Man","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","84.263","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IMN","Île de Man","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","40.546","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IMN","Île de Man","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","45.863","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","CHA","Îles Anglo-Normandes","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","116.109","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","CHA","Îles Anglo-Normandes","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","52.195","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","CYM","Îles Caïmanes","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","68.136","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","CYM","Îles Caïmanes","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","CYM","Îles Caïmanes","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","64.643","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","COK","Îles Cook","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","17.003","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","COK","Îles Cook","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","4.261","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","COK","Îles Cook","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","13.289","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FLK","Îles Falkland (Malvinas)","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","3.764","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FLK","Îles Falkland (Malvinas)","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","0.617","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FLK","Îles Falkland (Malvinas)","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","2.309","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRO","Îles Féroé","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","52.889","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRO","Îles Féroé","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","28.768","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRO","Îles Féroé","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","21.335","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNP","Îles Mariannes du Nord","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","49.481","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNP","Îles Mariannes du Nord","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","4.499","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNP","Îles Mariannes du Nord","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","50.972","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MHL","Îles Marshall","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","42.05","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MHL","Îles Marshall","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","11.637","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MHL","Îles Marshall","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","41.652","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLB","Îles Salomon","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","707.851","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLB","Îles Salomon","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","493.718","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLB","Îles Salomon","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","165.695","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","TCA","Îles Turques-et-Caïques","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","45.114","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","TCA","Îles Turques-et-Caïques","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","2.309","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","TCA","Îles Turques-et-Caïques","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","35.13","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VIR","Îles Vierges américaines","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","100.091","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VIR","Îles Vierges américaines","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","4.148","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VIR","Îles Vierges américaines","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","100.588","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VGB","Îles Vierges britanniques","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","31.122","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VGB","Îles Vierges britanniques","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","16.859","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VGB","Îles Vierges britanniques","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","16.147","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","WLF","Îles Wallis-et-Futuna","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","11.627","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","WLF","Îles Wallis-et-Futuna","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","11.494","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","WLF","Îles Wallis-et-Futuna","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IND","Inde","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","1407563.842","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IND","Inde","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","902833.076","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IND","Inde","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","494589.933","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IDN","Indonésie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","273753.191","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IDN","Indonésie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","117389.239","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IDN","Indonésie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","157464.948","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRN","Iran (République islamique d')","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","87923.432","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRN","Iran (République islamique d')","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","19942.766","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRN","Iran (République islamique d')","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","64365.273","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRQ","Iraq","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","43533.592","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRQ","Iraq","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","12307.036","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRQ","Iraq","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","30305.174","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRL","Irlande","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","4986.526","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRL","Irlande","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","1777.637","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRL","Irlande","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","3148.202","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISL","Islande","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","370.335","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISL","Islande","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","20.938","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISL","Islande","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","324.826","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISR","Israël","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","8900.059","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISR","Israël","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","647.742","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISR","Israël","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","8193.994","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ITA","Italie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","59240.329","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ITA","Italie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","16916.734","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ITA","Italie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","42121.159","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JAM","Jamaïque","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","2827.695","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JAM","Jamaïque","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","1265.382","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JAM","Jamaïque","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","1653.746","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JPN","Japon","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","124612.53","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JPN","Japon","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","10256.23","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JPN","Japon","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","115853.245","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JOR","Jordanie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","11148.278","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JOR","Jordanie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","864.189","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JOR","Jordanie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","9456.165","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KAZ","Kazakhstan","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","19196.465","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KAZ","Kazakhstan","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","7995.847","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KAZ","Kazakhstan","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","10961.021","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KEN","Kenya","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","53005.614","X","Ciffre de sources internationales",""
